subj,pas,discr_accu,loc_accu,expDes1,expDes2,expDes3,expDes4,expDes5
78,1,1,1,2,2,1,1,3
78,1,1,1,1,2,1,1,5
78,2,0,1,1,1,3,1,2
78,2,0,0,2,1,4,2,3
78,1,0,1,2,2,3,2,9
78,2,0,1,1,2,3,2,4
78,2,0,1,1,2,1,2,33
78,2,1,1,1,2,3,1,6
78,2,0,1,1,1,3,2,12
78,1,1,0,2,1,5,1,9
78,1,0,0,1,1,2,2,21
78,2,1,1,1,1,3,1,27
78,2,1,1,1,1,4,2,34
78,3,1,1,1,1,4,1,10
78,1,0,1,1,2,1,2,23
78,1,1,1,1,2,2,1,35
78,2,0,1,1,1,4,2,1
78,2,0,0,1,1,3,2,22
78,2,0,1,2,1,4,1,10
78,1,0,1,2,2,5,2,5
78,1,0,1,1,2,1,2,34
78,1,0,0,2,1,3,2,5
78,1,0,1,2,2,5,2,6
78,1,1,0,2,1,5,1,7
78,4,1,1,1,1,5,1,36
78,4,1,1,1,1,4,1,16
78,4,1,1,1,1,4,1,29
78,1,0,1,2,2,1,2,5
78,4,1,1,1,1,4,1,12
78,3,0,1,1,2,3,2,20
78,3,1,1,1,2,4,1,9
78,1,1,1,1,2,1,1,27
78,1,1,1,1,2,1,1,15
78,1,1,1,2,2,4,1,6
78,1,0,0,1,2,1,2,36
78,1,1,1,2,2,3,1,4
78,2,1,1,1,1,3,1,20
78,2,1,1,1,1,3,1,3
78,1,1,1,2,2,2,1,4
78,1,1,1,1,2,2,1,17
78,1,0,0,2,1,5,2,9
78,3,1,1,1,1,5,1,8
78,2,0,1,1,2,4,2,16
78,3,0,1,1,2,5,2,26
78,3,0,1,1,2,2,2,28
78,1,0,1,2,2,4,2,3
78,3,1,1,1,2,5,2,14
78,3,0,1,1,2,3,1,34
78,4,1,1,1,1,5,1,6
78,4,1,1,1,2,5,1,9
78,1,1,1,2,2,3,1,2
78,1,0,1,2,2,2,2,6
78,1,0,0,2,1,3,2,3
78,3,0,1,1,2,3,1,20
78,1,1,1,2,2,2,1,9
78,4,1,1,1,2,4,1,8
78,1,1,1,1,2,2,1,28
78,1,0,0,2,1,5,2,5
78,1,1,1,2,2,4,1,9
78,4,1,1,1,1,5,1,29
78,1,1,1,2,2,4,1,10
78,1,1,1,1,2,2,1,30
78,1,1,1,1,1,2,1,7
78,3,1,1,1,1,3,1,13
78,1,1,1,2,2,1,1,8
78,3,1,1,1,2,4,2,6
78,1,0,0,1,1,4,2,13
78,1,0,1,1,2,2,2,13
78,1,0,1,1,2,1,2,5
78,2,0,1,1,1,4,2,35
78,3,1,1,1,2,2,2,5
78,3,1,1,1,1,4,1,5
78,1,0,0,1,1,1,2,31
78,1,0,0,1,1,3,2,23
78,1,1,1,1,2,1,1,21
78,1,1,1,2,2,5,1,5
78,1,0,0,2,1,5,2,7
78,1,1,1,2,2,2,1,10
78,1,1,1,2,2,2,1,9
78,1,0,1,1,2,4,2,7
78,1,1,0,1,1,1,1,28
78,1,1,0,1,1,1,1,5
78,1,1,1,2,2,3,1,1
78,1,0,1,1,2,1,2,35
78,1,1,0,2,1,5,1,1
78,1,0,0,1,1,1,2,34
78,4,1,1,1,2,5,1,5
78,1,1,0,2,1,3,1,9
78,1,1,1,2,2,5,1,6
78,1,1,0,1,1,2,1,6
78,3,1,1,1,2,4,1,34
78,1,0,0,1,1,1,2,36
78,1,1,1,2,2,1,1,5
78,1,0,0,1,1,3,2,16
78,1,0,1,1,2,3,2,16
78,1,1,1,1,2,1,1,32
78,1,0,1,2,2,5,2,7
78,2,1,1,1,1,4,2,20
78,1,0,1,1,2,1,2,27
78,1,0,0,2,1,4,2,10
78,2,1,1,1,1,3,2,28
78,2,0,1,2,2,1,2,3
78,1,1,1,2,2,4,1,4
78,3,1,1,1,2,4,1,13
78,1,0,1,1,2,3,2,13
78,4,0,1,1,2,3,1,8
78,1,0,0,2,1,1,2,9
78,1,0,0,1,1,3,2,31
78,1,0,0,1,1,2,2,10
78,1,1,0,1,1,3,1,17
78,1,0,1,2,2,1,2,9
78,3,1,1,1,2,5,2,18
78,1,0,0,1,1,3,2,7
78,1,0,1,1,2,3,2,34
78,1,1,1,1,2,2,1,3
78,1,0,1,1,2,1,2,11
78,4,1,1,1,1,5,1,17
78,1,1,1,1,2,2,1,24
78,1,0,0,2,1,3,2,6
78,4,1,1,1,1,5,1,20
78,1,1,0,2,1,2,1,4
78,1,0,0,1,1,3,2,8
78,4,1,1,1,1,5,1,18
78,1,0,1,1,2,2,2,1
78,3,1,1,1,2,4,1,12
78,3,1,1,1,2,4,2,14
78,2,0,0,1,1,1,2,35
78,2,1,0,2,1,1,1,7
78,1,1,0,1,2,2,1,27
78,3,1,1,1,2,3,1,26
78,2,0,1,1,1,2,2,2
78,2,0,0,2,1,1,2,7
78,1,0,1,2,2,1,2,1
78,1,1,0,2,1,3,1,3
78,2,1,1,1,2,3,1,21
78,2,1,1,1,1,4,2,28
78,1,0,0,2,1,3,2,6
78,1,0,1,1,2,3,2,26
78,3,1,1,1,1,5,2,29
78,4,1,0,1,1,5,2,22
78,4,1,1,1,2,5,2,8
78,4,1,1,1,2,4,1,16
78,1,0,1,2,2,4,2,4
78,1,1,1,2,2,3,1,5
78,2,1,1,1,2,2,2,20
78,4,1,1,1,1,5,2,26
78,3,0,0,2,1,3,1,5
78,3,1,1,1,1,4,2,17
78,2,1,1,2,2,3,2,8
78,3,1,1,1,1,3,2,4
78,1,1,0,1,1,1,1,13
78,2,1,1,1,2,4,2,9
78,2,1,0,2,2,1,1,2
78,1,1,1,1,2,2,1,20
78,4,1,1,1,1,5,1,11
78,3,0,1,1,1,3,2,26
78,2,1,1,2,1,4,2,4
78,3,1,1,2,1,3,1,9
78,4,1,1,1,1,5,1,24
78,2,0,0,2,2,4,1,7
78,1,0,1,1,2,1,2,7
78,4,1,1,1,2,5,1,31
78,1,1,0,2,2,5,1,2
78,2,1,1,1,1,2,1,34
78,1,0,1,2,2,1,2,6
78,4,1,1,1,1,2,1,2
78,2,0,1,1,1,3,2,6
78,2,1,1,2,2,1,1,10
78,2,1,1,2,1,3,1,8
78,1,0,0,1,1,1,2,30
78,1,0,1,1,2,3,2,23
78,4,1,1,1,1,5,2,12
78,1,1,0,2,1,1,1,4
78,4,0,1,1,2,4,2,10
78,1,1,1,2,2,5,1,7
78,2,1,1,1,2,3,2,3
78,1,1,1,2,2,4,1,5
78,1,0,0,2,1,1,2,1
78,1,0,0,1,1,2,2,27
78,4,1,1,1,1,5,1,10
78,1,1,1,2,2,5,1,8
78,4,1,1,1,2,4,1,32
78,1,1,0,2,1,1,1,4
78,1,1,0,1,1,2,1,25
78,4,1,1,1,1,4,1,21
78,1,0,0,2,1,2,2,8
78,1,1,0,2,1,5,1,6
78,1,0,1,1,2,2,2,4
78,4,1,1,1,2,5,2,4
78,1,1,1,1,2,2,1,8
78,1,1,1,1,2,3,1,30
78,1,0,0,1,1,2,2,6
78,2,1,1,1,1,2,1,32
78,1,0,1,2,2,3,2,6
78,1,0,0,2,1,3,2,3
78,1,1,0,2,1,1,1,8
78,1,0,1,1,2,3,2,29
78,1,0,0,2,1,5,2,5
78,1,1,1,1,2,2,1,26
78,1,0,1,1,2,2,2,31
78,1,0,1,1,2,2,2,22
78,1,0,0,2,1,1,2,6
78,1,0,1,1,2,4,2,23
78,4,1,1,1,1,5,2,31
78,1,0,1,2,2,3,2,8
78,1,0,0,2,1,2,2,6
78,1,0,1,1,2,2,2,34
78,1,1,0,2,1,4,1,3
78,1,0,1,1,2,4,2,30
78,2,1,1,1,1,4,2,8
78,1,1,0,2,1,4,1,6
78,1,1,1,1,2,1,1,16
78,2,1,1,1,1,3,2,36
78,1,0,0,2,1,3,2,7
78,1,0,0,2,1,4,2,2
78,1,1,0,1,1,1,1,10
78,1,0,0,1,1,2,2,19
78,1,1,1,1,2,3,1,22
78,1,1,1,2,2,2,1,8
78,1,1,0,2,1,1,1,9
78,1,0,0,2,1,4,2,7
78,1,0,1,2,2,2,2,7
78,2,1,1,1,2,4,2,35
78,1,0,1,1,2,4,2,32
78,1,0,1,1,2,1,2,9
78,3,1,1,1,2,5,2,17
78,1,0,1,2,2,5,2,3
78,1,1,1,1,2,2,1,11
78,4,1,1,1,2,5,1,28
78,2,0,0,1,1,3,1,22
78,1,1,1,1,2,1,1,28
78,1,0,0,2,1,2,2,8
78,4,1,1,1,2,4,1,10
78,1,0,0,2,1,5,2,6
78,4,1,1,2,2,2,1,5
78,1,0,1,2,2,5,2,10
78,1,0,0,1,1,2,2,33
78,1,1,0,1,1,2,1,11
78,1,1,0,2,1,5,1,1
78,1,0,0,2,1,5,2,7
78,1,1,1,1,2,1,1,3
78,1,0,0,2,1,2,2,4
78,1,0,0,1,1,3,2,20
78,1,1,1,1,2,3,1,28
78,1,0,1,1,2,3,2,35
78,1,0,1,2,2,3,2,6
78,1,0,0,1,1,1,2,19
78,3,1,1,1,1,4,1,32
78,4,1,1,1,1,5,1,21
78,1,0,0,1,1,1,2,21
78,1,0,1,1,2,4,2,12
78,1,0,1,1,2,4,2,25
78,2,1,1,1,1,2,1,29
78,1,0,0,2,1,5,2,4
78,1,0,1,2,1,3,2,1
78,2,1,1,1,1,5,2,24
78,1,1,0,1,1,1,1,31
78,1,1,1,2,2,1,1,4
78,1,0,0,2,1,3,2,4
78,1,1,1,2,2,3,1,6
78,1,0,0,2,1,3,2,1
78,1,0,0,2,1,5,2,8
78,1,0,0,2,1,3,2,4
78,1,0,0,2,1,1,2,5
78,1,1,1,2,2,5,1,2
78,1,0,0,2,1,5,2,3
78,2,1,1,1,1,5,2,28
78,1,1,1,1,2,2,1,7
78,1,1,0,1,1,1,1,29
78,1,0,0,2,1,5,2,1
78,1,1,1,1,2,4,1,26
78,1,0,1,2,2,1,2,2
78,1,1,1,1,2,1,1,14
78,1,0,0,1,1,1,2,5
78,1,0,0,2,1,1,2,9
78,4,1,1,1,2,5,1,24
78,1,1,0,2,1,4,1,5
78,1,0,1,1,2,2,2,21
78,2,1,1,1,1,2,1,17
78,2,1,1,1,1,3,1,36
78,2,1,1,1,1,3,1,1
78,1,0,0,1,1,2,2,23
78,1,1,1,2,2,4,1,5
78,1,0,0,1,1,3,2,25
78,4,1,1,1,2,4,1,14
78,1,1,1,1,2,2,1,22
78,4,0,1,1,1,4,2,16
78,4,1,1,1,1,5,1,33
78,2,0,0,1,2,2,2,12
78,1,1,1,1,2,2,1,14
78,2,1,1,2,2,3,1,5
78,1,0,1,1,2,2,2,17
78,1,0,0,2,1,4,2,2
78,2,1,1,1,1,3,2,14
78,1,0,1,2,2,2,2,2
78,1,0,1,2,2,1,2,4
78,4,1,1,1,1,5,1,13
78,3,0,1,1,2,2,1,10
78,1,1,0,2,1,1,1,8
78,3,1,1,1,1,3,1,10
78,2,1,1,1,1,3,1,12
78,4,1,1,1,1,4,1,13
78,1,0,1,2,2,4,2,1
78,4,1,1,1,1,3,1,32
78,1,1,1,2,2,5,1,5
78,1,0,0,1,1,2,2,22
78,2,0,1,1,1,2,2,14
78,1,1,1,1,2,3,1,9
78,1,1,0,1,2,1,1,24
78,1,1,1,1,2,1,1,7
78,1,0,0,2,1,2,2,6
78,3,1,1,1,1,4,1,35
78,1,0,1,1,2,3,2,31
78,1,0,0,1,1,2,2,9
78,1,1,0,2,1,4,1,5
78,1,1,0,2,1,5,1,2
78,1,0,0,2,1,4,2,3
78,2,1,1,1,1,4,2,6
78,1,0,0,2,1,2,2,7
79,1,1,1,2,1,1,1,2
79,1,1,0,1,1,1,1,24
79,1,0,1,1,2,3,2,8
79,1,1,1,2,1,4,1,7
79,1,1,0,1,2,2,1,12
79,4,1,1,1,1,5,1,6
79,1,0,0,1,2,2,2,20
79,3,1,1,1,2,5,2,3
79,1,0,0,1,2,4,2,33
79,1,0,0,2,2,4,2,4
79,3,1,1,1,2,3,1,36
79,1,1,1,2,1,2,1,10
79,3,1,1,1,2,3,1,21
79,1,0,1,1,1,2,2,34
79,1,0,0,2,2,3,2,3
79,1,1,1,2,1,5,1,9
79,3,1,1,1,1,4,1,30
79,1,1,1,2,2,4,1,5
79,3,1,1,1,1,4,1,14
79,3,1,1,1,1,3,1,28
79,1,1,1,2,1,5,1,8
79,2,0,1,1,1,4,2,14
79,1,0,1,1,1,2,2,31
79,1,0,1,1,1,1,2,24
79,1,1,1,1,1,1,1,5
79,1,0,0,1,2,1,2,25
79,1,0,0,2,2,3,2,4
79,1,0,1,1,1,3,2,23
79,1,0,1,1,1,1,2,29
79,1,0,1,2,1,2,2,6
79,2,1,1,1,1,3,1,10
79,2,1,1,1,1,3,1,9
79,2,0,1,1,1,4,2,36
79,1,1,0,2,2,2,1,3
79,1,1,0,1,2,1,1,29
79,2,0,1,1,1,4,1,35
79,2,1,1,1,1,4,1,11
79,2,1,1,1,2,4,1,14
79,1,1,0,2,2,2,1,10
79,4,1,1,1,2,5,2,10
79,1,1,1,2,2,3,1,8
79,4,1,1,1,2,4,1,19
79,4,1,1,1,1,4,1,6
79,4,1,1,1,1,4,1,1
79,4,1,1,1,1,3,1,22
79,2,0,0,1,2,2,2,3
79,4,1,1,1,1,5,2,11
79,1,0,0,2,2,2,2,9
79,1,1,0,2,2,3,1,8
79,1,1,1,2,1,2,1,9
79,1,0,0,2,2,5,2,3
79,1,0,0,1,2,2,2,12
79,2,1,1,1,1,4,1,2
79,1,1,0,1,2,2,1,27
79,1,0,1,1,2,1,2,18
79,1,1,1,2,1,1,1,1
79,1,1,0,2,1,1,1,3
79,2,1,1,1,2,3,1,16
79,1,1,0,2,2,5,1,7
79,4,1,1,1,2,5,2,13
79,4,1,1,1,2,5,1,21
79,1,0,1,1,1,2,2,14
79,4,1,1,1,1,5,1,1
79,1,0,1,1,1,3,2,11
79,1,0,0,1,2,3,2,28
79,1,1,0,2,1,3,1,2
79,1,1,1,1,1,1,1,31
79,1,0,1,2,1,3,2,8
79,2,0,1,1,2,4,2,25
79,1,0,1,2,1,1,2,3
79,1,0,1,1,1,3,2,26
79,1,0,1,2,1,4,2,9
79,1,1,1,1,1,1,1,4
79,1,1,1,2,1,5,1,3
79,1,1,1,2,1,3,1,7
79,2,1,1,1,2,4,1,26
79,1,1,0,2,2,4,1,9
79,2,1,1,1,2,2,1,8
79,1,0,0,1,2,2,2,11
79,2,1,1,1,2,3,1,25
79,1,1,1,2,1,1,1,10
79,1,0,1,2,1,3,2,4
79,2,1,1,1,1,5,1,7
79,1,1,0,2,2,3,1,3
79,2,0,1,1,1,4,2,20
79,1,1,1,1,2,1,1,28
79,1,0,0,2,1,1,2,6
79,1,1,1,1,2,2,1,26
79,1,0,0,2,1,2,2,9
79,1,1,0,1,1,3,1,2
79,1,0,0,2,1,3,2,6
79,1,1,1,2,2,5,1,9
79,2,1,1,1,2,3,1,5
79,2,1,1,1,2,3,1,24
79,1,0,0,1,2,1,2,35
79,1,0,0,2,2,5,2,6
79,1,0,0,1,2,3,2,17
79,1,0,0,2,2,1,2,10
79,1,0,1,1,1,3,2,10
79,1,1,0,1,2,1,1,1
79,2,1,1,1,1,4,1,24
79,1,0,1,1,1,2,2,3
79,1,1,0,1,2,1,1,12
79,2,1,1,1,1,4,1,22
79,1,1,1,1,1,1,1,1
79,1,0,1,2,2,1,2,2
79,2,0,1,1,2,3,1,9
79,4,1,1,1,1,5,2,14
79,2,1,1,1,1,2,1,35
79,1,0,0,1,1,3,2,34
79,1,1,1,1,1,3,1,32
79,3,1,1,1,1,5,2,35
79,1,0,1,1,2,2,2,30
79,1,1,1,2,2,5,1,8
79,3,1,1,1,2,5,2,23
79,3,1,1,1,2,5,2,25
79,2,0,0,1,1,2,2,12
79,1,1,0,1,1,1,1,36
79,1,1,1,1,1,2,1,9
79,2,1,1,1,1,5,2,8
79,1,0,0,1,2,1,2,15
79,1,1,0,1,2,1,1,23
79,3,1,1,1,1,5,1,14
79,1,1,1,1,1,1,1,32
79,1,0,0,2,2,1,2,6
79,1,1,1,1,1,1,1,29
79,2,1,1,1,1,4,1,15
79,1,1,0,1,1,1,1,21
79,1,1,1,1,2,4,1,5
79,1,0,1,2,2,5,2,9
79,1,1,0,1,2,2,1,9
79,1,1,1,2,2,1,1,9
79,3,1,1,1,2,5,2,12
79,1,0,1,2,2,2,2,4
79,1,0,1,1,1,3,2,25
79,1,0,1,2,2,4,2,1
79,1,1,0,1,1,2,1,33
79,1,1,1,1,2,1,1,25
79,1,0,1,1,2,2,2,17
79,1,1,1,1,2,3,1,30
79,1,1,1,2,2,2,1,7
79,3,1,1,1,2,5,1,31
79,1,0,1,1,2,3,2,32
79,2,1,1,1,2,4,1,7
79,3,1,1,1,2,4,1,25
79,3,1,1,1,2,4,2,24
79,1,0,1,1,1,2,2,17
79,1,0,1,2,1,3,2,10
79,2,1,1,1,2,2,2,18
79,1,0,0,2,2,2,2,5
79,3,1,1,1,1,4,1,29
79,1,1,1,2,1,1,1,3
79,1,0,1,1,1,2,2,28
79,1,1,0,1,2,1,1,24
79,2,1,1,1,2,4,2,30
79,2,1,1,1,2,3,1,33
79,1,0,1,1,1,2,2,1
79,1,0,0,1,2,1,2,11
79,1,1,1,1,1,1,1,6
79,3,1,1,1,2,4,1,3
79,1,0,1,2,1,1,2,4
79,1,0,0,2,2,2,2,10
79,1,1,1,2,1,2,1,1
79,1,1,1,1,1,2,1,12
79,2,1,1,1,2,4,1,8
79,1,1,0,2,2,3,1,4
79,2,1,1,1,2,2,1,20
79,3,1,1,1,2,4,1,30
79,1,1,1,2,1,2,1,5
79,1,1,0,2,2,5,1,3
79,3,1,1,1,2,3,1,11
79,2,1,1,1,1,4,1,16
79,1,0,0,2,2,4,2,5
79,1,1,0,2,2,4,1,10
79,4,1,1,1,2,5,1,9
79,1,0,1,1,1,3,2,7
79,1,1,0,2,2,2,1,9
79,1,0,0,1,2,2,2,35
79,1,0,1,1,1,4,2,11
79,1,1,1,2,1,3,1,3
79,1,0,0,1,2,1,2,28
79,1,0,0,1,2,2,2,2
79,1,1,1,2,1,2,1,7
79,1,1,1,2,1,2,1,4
79,1,1,1,1,1,2,1,29
79,1,1,1,1,1,1,1,19
79,1,1,0,2,2,2,1,5
79,1,1,0,1,2,1,1,18
79,1,1,1,2,1,4,1,10
79,1,1,0,2,2,1,2,2
79,1,0,1,2,2,2,2,1
79,1,1,1,2,1,3,1,4
79,1,0,0,2,2,3,2,2
79,1,1,1,2,1,4,1,3
79,1,0,0,1,2,3,2,27
79,1,0,1,1,1,4,2,34
79,2,1,1,1,2,5,2,6
79,2,1,1,1,2,3,1,19
79,1,0,1,1,1,3,2,36
79,1,1,1,1,1,1,1,11
79,1,0,0,2,2,1,2,9
79,1,1,1,2,1,3,1,9
79,1,0,0,2,2,3,2,5
79,3,1,1,1,2,5,2,16
79,1,0,0,2,2,3,2,3
79,1,0,0,2,2,4,2,10
79,1,0,1,1,1,4,2,28
79,2,0,1,1,1,4,1,23
79,1,1,1,2,1,1,1,7
79,1,0,0,1,2,2,2,10
79,2,1,1,1,1,4,1,33
79,1,0,0,1,2,3,2,14
79,3,1,1,1,1,5,1,31
79,3,1,1,1,1,4,1,36
79,1,0,0,2,1,4,2,9
79,2,1,1,1,2,1,2,20
79,1,1,1,2,1,4,1,5
79,1,0,1,1,1,1,2,23
79,1,0,0,1,2,1,2,8
79,2,1,1,1,1,3,1,33
79,2,1,1,1,1,2,1,20
79,1,1,0,1,2,2,1,19
79,2,1,1,1,2,5,2,19
79,2,0,1,1,2,3,2,1
79,1,0,1,1,1,1,2,19
79,1,0,1,1,1,2,2,15
79,1,0,1,2,1,1,2,6
79,1,1,1,1,1,1,1,30
79,1,0,1,2,1,1,2,10
79,1,1,0,2,2,2,1,10
79,1,1,0,1,2,1,1,33
79,1,0,0,1,2,1,2,14
79,2,1,1,1,1,5,1,25
79,2,1,1,1,1,4,1,28
79,1,1,1,2,1,1,1,1
79,1,1,0,1,2,1,1,16
79,1,0,1,1,1,3,2,19
79,1,1,1,2,1,1,1,7
79,1,1,1,1,1,4,1,8
79,1,0,1,1,1,1,2,7
79,1,1,1,1,1,3,1,36
79,1,1,0,1,2,1,1,4
79,1,1,1,2,1,4,1,6
79,1,1,0,2,2,5,1,8
79,1,0,1,2,1,3,2,7
79,1,1,1,2,1,1,1,6
79,1,0,1,1,2,2,2,6
79,2,1,1,1,1,4,1,7
79,1,0,0,2,2,2,2,5
79,1,1,1,1,1,1,1,20
79,1,0,0,1,2,3,2,20
79,1,1,0,2,2,4,1,8
79,1,1,0,1,2,2,1,35
79,1,1,1,1,1,1,1,15
79,1,0,1,1,1,4,2,5
79,1,0,0,2,2,4,2,4
79,1,0,0,1,2,3,2,21
79,1,1,1,2,1,2,1,3
79,1,0,1,1,1,5,2,24
79,1,0,1,2,1,1,2,9
79,1,0,0,2,2,2,2,8
79,1,1,1,2,1,2,1,6
79,1,0,0,1,2,3,2,15
79,1,0,0,2,2,5,2,8
79,1,1,0,2,2,3,1,7
79,1,1,1,2,1,5,1,2
79,1,1,0,1,2,2,1,14
79,1,0,1,2,1,4,2,3
79,2,1,1,1,1,4,1,17
79,1,0,0,2,2,4,2,2
79,2,1,1,1,1,4,1,19
79,1,0,0,1,2,3,2,26
79,2,1,1,1,2,4,2,16
79,3,1,1,1,1,5,1,12
79,4,1,1,1,2,5,1,28
79,1,1,0,2,2,1,1,7
79,1,0,1,2,1,5,2,9
79,1,0,1,1,1,1,2,28
79,1,1,1,1,1,1,1,22
79,1,0,1,2,2,2,2,1
79,1,0,1,1,1,4,2,27
79,1,0,0,1,2,1,2,6
79,1,0,1,1,1,1,2,30
79,2,0,1,1,2,4,2,36
79,2,1,1,1,2,4,2,19
79,1,0,0,1,2,2,2,9
79,1,0,1,2,1,2,2,7
79,1,1,1,2,1,2,1,2
79,1,1,0,2,2,5,1,7
79,1,0,0,1,2,1,2,7
79,1,0,1,2,1,1,2,8
79,1,0,1,1,1,3,2,27
79,1,0,0,1,2,4,2,29
79,1,1,1,1,1,3,1,34
79,1,0,0,2,2,3,2,7
79,1,1,0,2,2,4,1,10
79,3,1,1,1,2,5,2,32
79,1,0,0,1,2,2,2,25
79,1,0,0,2,2,4,2,6
79,1,0,0,1,2,3,2,11
79,3,1,1,1,1,4,1,26
79,3,1,1,1,2,4,1,36
79,3,1,1,1,1,4,2,4
79,1,1,0,2,2,2,1,2
79,1,1,0,2,2,2,1,2
79,3,1,1,1,2,4,1,4
79,1,0,0,1,2,1,2,2
79,1,1,0,2,2,4,1,1
79,1,0,0,2,2,1,2,9
79,3,1,1,1,2,4,1,35
79,1,1,0,2,2,2,1,4
79,2,1,1,1,1,4,2,8
79,1,0,0,2,2,3,2,10
79,1,0,1,1,2,4,2,7
79,1,0,0,1,2,1,2,1
79,1,1,1,2,1,2,1,3
79,1,1,1,1,1,5,2,29
79,1,1,1,1,1,1,2,11
79,1,0,1,1,1,4,2,19
79,1,0,1,2,1,3,2,2
79,2,0,1,1,1,3,1,15
79,1,0,0,1,2,1,2,16
79,1,1,0,1,2,1,1,27
79,1,0,0,2,2,2,2,9
79,1,1,0,1,2,1,1,9
79,1,1,1,1,1,3,1,6
79,1,0,1,2,1,5,2,4
79,1,1,1,2,1,4,1,1
79,1,0,1,2,1,5,2,2
79,1,0,0,1,2,3,2,31
79,1,0,1,1,1,1,2,13
79,1,0,0,1,2,4,2,23
79,1,0,0,2,2,1,2,3
79,1,1,0,1,2,4,1,12
79,2,1,1,1,1,5,2,2
79,4,1,1,1,2,5,1,12
79,4,1,1,1,2,4,1,15
79,4,1,1,1,1,5,1,11
79,1,1,0,2,1,5,1,6
79,2,0,1,1,2,1,2,27
79,1,0,0,2,2,5,2,10
79,4,1,1,1,2,5,1,13
79,1,1,1,2,1,5,1,10
79,4,1,1,1,2,5,1,24
79,1,1,1,1,1,1,1,23
79,4,1,1,1,2,5,1,10
79,3,1,1,1,1,4,1,5
79,1,1,0,2,1,3,1,8
79,1,0,1,2,1,4,2,7
79,1,1,0,2,2,4,1,1
79,1,0,1,1,1,4,2,30
79,1,1,1,1,1,2,1,31
79,1,0,1,1,1,1,2,5
79,3,1,1,1,2,5,1,22
79,2,1,0,1,2,3,1,23
79,1,0,1,1,2,1,2,3
79,1,0,0,1,1,2,2,27
79,1,0,1,2,2,3,2,4
79,3,1,1,1,2,4,1,18
79,1,0,1,1,2,3,2,4
79,1,1,0,1,2,2,1,7
79,1,0,0,2,2,5,2,7
79,1,1,0,1,2,1,1,30
79,3,1,1,1,2,5,1,36
79,1,0,1,1,1,3,2,2
79,1,0,1,1,1,3,2,33
79,1,0,1,2,1,3,2,6
79,3,1,0,1,2,4,1,1
79,1,1,1,1,1,1,1,2
79,4,1,1,1,2,5,1,20
79,1,0,1,2,1,4,2,3
79,2,1,0,2,1,4,1,10
79,2,0,1,1,2,3,2,3
79,1,1,1,1,1,2,1,25
79,1,0,0,1,2,3,2,29
79,1,0,1,1,1,3,2,8
79,1,1,0,2,2,4,1,9
79,1,0,1,1,1,4,2,35
79,1,1,0,2,2,2,1,1
79,2,1,1,1,2,2,1,23
79,1,0,0,2,2,3,2,8
79,1,0,1,2,1,5,2,7
79,1,0,1,2,1,1,2,5
79,1,0,1,1,1,3,2,29
79,1,0,0,2,2,4,2,8
79,1,1,1,1,2,3,1,13
79,1,0,0,1,2,2,2,19
79,1,0,1,1,1,4,2,2
79,1,1,1,1,1,3,1,23
79,1,0,0,2,2,1,2,5
79,1,0,0,1,2,1,2,33
79,1,0,1,1,1,1,2,18
79,3,1,1,1,2,4,1,16
79,1,0,1,1,1,1,2,14
79,1,0,1,2,1,5,2,9
79,1,0,1,1,1,1,2,20
79,1,0,1,2,1,4,2,6
79,1,0,1,2,1,5,2,5
79,1,0,1,2,1,2,2,6
79,1,1,0,2,2,3,1,5
79,4,1,1,1,2,5,2,29
79,1,0,0,2,2,2,2,6
79,3,1,1,1,2,4,1,33
79,1,1,1,1,1,1,1,13
79,3,1,1,1,1,5,2,3
79,3,1,1,1,2,5,2,2
79,1,1,0,2,2,3,1,10
79,1,0,1,2,1,1,2,2
79,1,0,1,2,1,3,2,3
79,1,1,0,2,2,2,1,7
79,3,1,1,1,2,5,1,11
79,1,1,1,1,1,2,1,27
79,3,1,1,1,2,5,1,14
79,1,0,1,2,1,5,2,3
79,1,0,1,1,1,3,2,6
79,2,1,1,1,1,5,1,35
79,3,1,1,1,2,5,2,8
79,2,1,1,1,1,3,1,24
79,3,1,1,1,1,5,2,16
79,1,0,1,2,1,2,2,5
79,2,1,1,1,2,3,1,17
79,1,1,0,1,2,2,1,34
79,1,1,0,1,2,1,1,14
79,1,0,0,1,2,1,2,23
79,1,1,1,2,1,5,1,5
79,1,1,1,2,1,2,1,2
79,1,1,1,1,1,3,1,26
79,1,0,0,2,2,1,2,1
79,1,1,1,2,1,4,1,4
79,1,1,0,1,2,2,1,31
79,1,0,0,1,2,3,2,16
79,1,1,0,1,2,3,1,1
79,1,0,1,1,1,3,2,22
79,1,1,0,2,2,2,1,8
79,1,1,0,1,2,1,1,5
79,2,1,1,1,2,4,1,32
79,1,1,1,1,1,1,1,3
79,1,0,1,2,1,4,2,4
79,1,0,1,1,1,3,2,9
79,1,0,1,2,1,4,2,2
79,1,0,1,1,1,1,2,21
79,1,1,1,1,1,1,1,25
79,1,0,0,1,2,2,2,8
79,1,0,1,1,1,2,2,2
79,1,1,1,2,1,3,1,7
79,1,0,1,2,1,3,2,8
79,3,1,1,1,1,5,1,23
79,3,1,1,1,1,5,1,13
79,1,1,0,2,2,2,1,8
79,1,0,1,2,1,3,2,4
79,1,1,0,1,2,2,1,1
79,1,0,0,1,2,2,2,33
79,1,1,0,2,2,4,1,3
79,1,1,0,2,2,5,1,10
79,3,1,1,1,2,4,1,10
79,1,0,1,2,1,4,2,1
