"","idv","iv","dv","exp"
"283",2,2,785.217806813307,"Biderman & Mudrik_2018_1"
"284",2,2,684.778127644677,"Biderman & Mudrik_2018_1"
"285",2,1,772.320229618344,"Biderman & Mudrik_2018_1"
"286",2,1,777.495625137817,"Biderman & Mudrik_2018_1"
"287",2,1,739.062903623562,"Biderman & Mudrik_2018_1"
"288",2,1,664.057729067281,"Biderman & Mudrik_2018_1"
"289",2,2,770.302301505581,"Biderman & Mudrik_2018_1"
"290",2,2,1120.14598189853,"Biderman & Mudrik_2018_1"
"291",2,2,671.860593603924,"Biderman & Mudrik_2018_1"
"292",2,1,798.395921010524,"Biderman & Mudrik_2018_1"
"293",2,1,819.677108665928,"Biderman & Mudrik_2018_1"
"294",2,2,1047.49828804052,"Biderman & Mudrik_2018_1"
"295",2,1,700.729681411758,"Biderman & Mudrik_2018_1"
"296",2,2,681.126299255993,"Biderman & Mudrik_2018_1"
"297",2,1,1269.30930296658,"Biderman & Mudrik_2018_1"
"298",2,2,763.700557465199,"Biderman & Mudrik_2018_1"
"299",2,1,687.665891775396,"Biderman & Mudrik_2018_1"
"300",2,1,1046.05711437762,"Biderman & Mudrik_2018_1"
"301",2,2,1028.3091540914,"Biderman & Mudrik_2018_1"
"302",2,1,845.636194746476,"Biderman & Mudrik_2018_1"
"303",2,2,924.747644923627,"Biderman & Mudrik_2018_1"
"304",2,2,813.61391604878,"Biderman & Mudrik_2018_1"
"305",2,2,859.844940539915,"Biderman & Mudrik_2018_1"
"306",2,1,937.609014566988,"Biderman & Mudrik_2018_1"
"307",2,1,665.050727606285,"Biderman & Mudrik_2018_1"
"308",2,1,907.547644281294,"Biderman & Mudrik_2018_1"
"309",2,1,689.73143142648,"Biderman & Mudrik_2018_1"
"310",2,2,886.82696048636,"Biderman & Mudrik_2018_1"
"311",2,2,691.341098281555,"Biderman & Mudrik_2018_1"
"312",2,1,754.421167075634,"Biderman & Mudrik_2018_1"
"313",2,1,835.657172312494,"Biderman & Mudrik_2018_1"
"314",2,2,618.718493031338,"Biderman & Mudrik_2018_1"
"315",2,2,810.770627344027,"Biderman & Mudrik_2018_1"
"316",2,1,682.519006135408,"Biderman & Mudrik_2018_1"
"317",2,2,970.495712419506,"Biderman & Mudrik_2018_1"
"318",2,2,838.398965890519,"Biderman & Mudrik_2018_1"
"319",2,1,836.766206019092,"Biderman & Mudrik_2018_1"
"320",2,2,647.296210110653,"Biderman & Mudrik_2018_1"
"321",2,1,648.897894192487,"Biderman & Mudrik_2018_1"
"322",2,1,694.298711547162,"Biderman & Mudrik_2018_1"
"323",2,2,778.117425274104,"Biderman & Mudrik_2018_1"
"324",2,1,1065.56099717272,"Biderman & Mudrik_2018_1"
"325",2,2,733.978169446345,"Biderman & Mudrik_2018_1"
"326",2,2,1028.50615727948,"Biderman & Mudrik_2018_1"
"327",2,1,604.944807768334,"Biderman & Mudrik_2018_1"
"328",2,2,703.372830874287,"Biderman & Mudrik_2018_1"
"329",2,1,669.717507145833,"Biderman & Mudrik_2018_1"
"330",2,1,844.216118450277,"Biderman & Mudrik_2018_1"
"331",2,1,949.746803904418,"Biderman & Mudrik_2018_1"
"332",2,2,686.684297164902,"Biderman & Mudrik_2018_1"
"333",2,2,740.193319681566,"Biderman & Mudrik_2018_1"
"334",2,2,731.503228133079,"Biderman & Mudrik_2018_1"
"335",2,1,924.55520335352,"Biderman & Mudrik_2018_1"
"336",2,2,748.13303159317,"Biderman & Mudrik_2018_1"
"337",2,2,783.903217001352,"Biderman & Mudrik_2018_1"
"338",2,2,1013.37055576732,"Biderman & Mudrik_2018_1"
