"","idv","iv","iv2","dv","exp"
"393",12,"I",2,0.386132955999528,"jasifi_rt_1"
"394",12,"I",2,0.417861636000453,"jasifi_rt_1"
"395",12,"I",2,0.389859775000332,"jasifi_rt_2"
"396",12,"I",2,0.465255873999922,"jasifi_rt_1"
"397",12,"I",1,1.14737089899972,"jasifi_rt_2"
"398",12,"I",1,0.485502381000515,"jasifi_rt_2"
"399",12,"I",2,0.400730434000252,"jasifi_rt_2"
"400",12,"I",1,0.93464037800004,"jasifi_rt_1"
"401",12,"I",2,0.396421449000627,"jasifi_rt_2"
"402",12,"I",1,0.52638158299942,"jasifi_rt_1"
"403",12,"I",2,0.46274924699992,"jasifi_rt_1"
"404",12,"I",2,0.456580635999671,"jasifi_rt_1"
"405",12,"I",1,0.849385120000079,"jasifi_rt_1"
"406",12,"I",1,0.557458167999357,"jasifi_rt_1"
"407",12,"I",1,0.625671710000461,"jasifi_rt_2"
"408",12,"I",2,0.609319757999401,"jasifi_rt_2"
"409",12,"I",1,1.16550449400074,"jasifi_rt_2"
"410",12,"I",2,1.41598963800061,"jasifi_rt_1"
"411",12,"I",2,0.464494713999557,"jasifi_rt_2"
"412",12,"I",2,0.484378295999704,"jasifi_rt_1"
"413",12,"I",2,0.464440971999466,"jasifi_rt_2"
"414",12,"I",2,0.421560713999497,"jasifi_rt_1"
"415",12,"I",1,0.687492904999999,"jasifi_rt_2"
"416",12,"I",2,0.517464188999838,"jasifi_rt_2"
"417",12,"I",2,0.466517695999755,"jasifi_rt_1"
"418",12,"I",2,0.905306218999613,"jasifi_rt_2"
"419",12,"I",2,0.55252833799932,"jasifi_rt_2"
"420",12,"I",1,1.81040399699941,"jasifi_rt_1"
"421",12,"I",2,0.851596761999645,"jasifi_rt_2"
"422",12,"I",2,0.559339641999941,"jasifi_rt_2"
"423",12,"I",1,0.867445557999417,"jasifi_rt_1"
"424",12,"I",1,0.59889971299981,"jasifi_rt_2"
"425",12,"I",1,0.488059563000206,"jasifi_rt_2"
"426",12,"I",1,0.688812710000093,"jasifi_rt_1"
"427",12,"I",2,0.425567448999573,"jasifi_rt_2"
"428",12,"I",1,0.54288256900054,"jasifi_rt_1"
"429",12,"I",2,2.5966927670006,"jasifi_rt_1"
"430",12,"I",2,0.702270030999898,"jasifi_rt_1"
"431",12,"I",2,0.785893040000701,"jasifi_rt_1"
"432",12,"I",1,0.569826459000069,"jasifi_rt_2"
"433",12,"I",1,0.779290102000232,"jasifi_rt_2"
"434",12,"I",1,0.537051049999718,"jasifi_rt_1"
"435",12,"I",1,0.59439250000014,"jasifi_rt_1"
"436",12,"I",1,0.625424984000347,"jasifi_rt_2"
"437",12,"I",2,0.464201816999775,"jasifi_rt_2"
"438",12,"I",1,0.586612340000102,"jasifi_rt_2"
"439",12,"I",1,0.72419225900012,"jasifi_rt_2"
"440",12,"I",2,0.890802437000275,"jasifi_rt_1"
"441",12,"I",2,1.12560804500026,"jasifi_rt_1"
"442",12,"I",2,0.515899863000413,"jasifi_rt_2"
"443",12,"I",1,1.23590415299986,"jasifi_rt_2"
"444",12,"I",2,0.615720193000016,"jasifi_rt_2"
"445",12,"I",1,0.545858706000217,"jasifi_rt_1"
"446",12,"I",2,1.28983526299999,"jasifi_rt_1"
"447",12,"I",1,2.25092948699967,"jasifi_rt_1"
"448",12,"I",1,1.02190449000045,"jasifi_rt_2"
"449",12,"I",2,0.472411448999992,"jasifi_rt_2"
"450",12,"I",1,0.482908230999783,"jasifi_rt_2"
"451",12,"I",2,1.76393587800067,"jasifi_rt_1"
"452",12,"I",2,1.27218229200025,"jasifi_rt_1"
"453",12,"I",1,0.655109098000139,"jasifi_rt_2"
"454",12,"I",1,0.489507825000146,"jasifi_rt_1"
"455",12,"I",1,0.557829282000057,"jasifi_rt_2"
